"CourseID","Part","Crsdate","StuID","ID","LName","FName","MName","Degree","Title","OrgName","Phone","Phone2","Fax","Email","OrgAdd1","OrgAdd2","OrgCity","OrgState","OrgZip","OrgCountry","Sex","Amind","Asian","Black","White","Pacific","Hispanic","OccClas","ProfC","ProfCSp","FunRC","FunRCSp","ProfN","ProfNSp","FunRN","FunRNSp","WorkSt","WorkZip","Orgtype","Tspecify","CBOFund","CBOCDC","CBOOth","CBAFund","CBACDC","CBAOth","FocSTD","FocHIV","FocWRH","FocGen","FocAdol","FocMH","FocSub","FocEm","FocCor","FocOth","FocSpec","PopGen","PopAdol","PopGLB","PopTran","PopHome","PopCorr","PopPreg","PopSW","PopAA","PopAs","PopNH","PopAIAN","PopHisp","PopImm","PopIDU","PopSub","PopHIV","PopOth","PopSpec","Market","Mspecify"
"CI199001A","1","01/27/2011","TAPO0222","CI199001A01/27/2011TAPO0222","","","","","","","","","","","","","","","","","F","","","","","","","2","","","","","2","","4","","IL","60901","17","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","women 35-64 yrs old","2",""
"CI199001A","1","01/27/2011","LONE0803","CI199001A01/27/2011LONE0803","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","61350","22","","","","","","","","Y","N","N","N","N","N","N","N","N","N","","N","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","PASE0803","CI199001A01/27/2011PASE0803","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","61341","27","Health Department","","","","","","","N","N","N","N","Y","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","9",""
"CI199001A","1","01/27/2011","LATA0124","CI199001A01/27/2011LATA0124","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","61350","17","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","KAMA0513","CI199001A01/27/2011KAMA0513","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","","","","","1","","IL","61327","27","health department","","","","","","","N","N","N","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","DEDU0930","CI199001A01/27/2011DEDU0930","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","3","","","","1","","IL","62521","17","","","","","","","","Y","N","N","N","N","N","N","N","N","Y","immunizations","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","AMIS0423","CI199001A01/27/2011AMIS0423","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","1","","","","1","","IL","62966","17","","","","","","","","N","N","Y","N","N","N","N","N","N","Y","Communicable Disease","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","2",""
"CI199001A","1","01/27/2011","JUGI1009","CI199001A01/27/2011JUGI1009","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","62521","17","","","","","","","","N","N","Y","Y","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","2",""
"CI199001A","1","01/27/2011","THBA1001","CI199001A01/27/2011THBA1001","","","","","","","","","","","","","","","","","F","","","","","","","1","5","","1","","","","1","","IL","61520","17","","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","BALO0205","CI199001A01/27/2011BALO0205","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","16","","","","1","","IL","61832","17","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","3",""
"CI199001A","1","01/27/2011","SHYO0825","CI199001A01/27/2011SHYO0825","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","16","","","","1","","IL","62881","17","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","5",""
"CI199001A","1","01/27/2011","TAPR0128","CI199001A01/27/2011TAPR0128","","","","","","","","","","","","","","","","","F","","","","","","","2","","","","","10","program assistant","16","program assistant","IL","61603","17","","","","","","","","N","N","N","N","N","N","N","N","N","Y","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","","3",""
"CI199001A","1","01/27/2011","YAWA0130","CI199001A01/27/2011YAWA0130","","","","","","","","","","","","","","","","","F","","","","","","","2","","","","","2","","11","","IL","60616","17","","","","","","","","N","N","N","N","N","N","N","N","N","Y","Breast and Cervical","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","TAFO1017","CI199001A01/27/2011TAFO1017","","","","","","","","","","","","","","","","","F","","","","","","","1","4","","16","","","","1","","IL","61401","17","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","JUMC0626","CI199001A01/27/2011JUMC0626","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","4","","","","1","","IL","62681","17","","","","","","","","Y","N","N","N","N","N","N","N","N","Y","Public Health/vaccines","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","SHSH0912","CI199001A01/27/2011SHSH0912","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","4","","","","1","","IL","61832","17","","","","","","","","Y","N","N","N","N","N","N","N","N","Y","immunizations","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","DEHA0825","CI199001A01/27/2011DEHA0825","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","62375","17","","","","","","","","N","N","N","N","N","N","N","N","N","Y","Public Health/Vaccines","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","CAWA1105","CI199001A01/27/2011CAWA1105","","","","","","","","","","","","","","","","","F","","","","","","","2","","","","","8","","1","","IL","61021","17","","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","KATR0401","CI199001A01/27/2011KATR0401","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","16","","","","1","","IL","61883","17","","","","","","","","N","N","N","N","N","N","N","N","N","Y","Immunizations","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","TICR0219","CI199001A01/27/2011TICR0219","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","16","","","","1","","IL","61350","17","","","","","","","","N","N","Y","N","Y","N","N","N","N","N","","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","3",""
"CI199001A","1","01/27/2011","DOBR0223","CI199001A01/27/2011DOBR0223","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","62901","17","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","","9","co-worker"
"CI199001A","1","01/27/2011","CALA0328","CI199001A01/27/2011CALA0328","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","2","","","","1","","IL","61350","17","","","","","","","","N","Y","Y","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","ELBA1113","CI199001A01/27/2011ELBA1113","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","16","","","","1","","IL","60302","17","","","","","","","","N","N","N","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","5",""
"CI199001A","1","01/27/2011","DIJO0202","CI199001A01/27/2011DIJO0202","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","18","MCH Nurse Consultant","","","1","","IL","62701","17","","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","JERA0911","CI199001A01/27/2011JERA0911","","","","","","","","","","","","","","","","","F","","","","","","","1","5","","1","","","","1","","IL","60618","17","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","N","Y","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","HODE0215","CI199001A01/27/2011HODE0215","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","IL","60605","17","","","","","","","","N","N","Y","N","N","N","N","N","N","Y","breast and cervical cancer","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","all women","3",""
"CI199001A","1","01/27/2011","KACI0108","CI199001A01/27/2011KACI0108","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","13","","","","1","","IL","60098","17","","4","","","","","","N","N","N","N","N","N","N","N","N","Y","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","CORA0129","CI199001A01/27/2011CORA0129","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","4","","","","1","","IL","61032","17","","","","","","","","N","N","Y","N","N","N","N","Y","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","KEMU0807","CI199001A01/27/2011KEMU0807","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","1","","","","1","","IL","62095","17","","","","","","","","Y","N","N","N","N","N","N","N","N","N","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI199001A","1","01/27/2011","JEBA0803","CI199001A01/27/2011JEBA0803","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","2","5","","2","","10","Public Health","3","","IL","60608","23","","","","","","","","N","Y","N","N","N","N","N","N","Y","N","","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","Y","All women","2",""
"CI199001A","1","01/27/2011","LARO0528","CI199001A01/27/2011LARO0528","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","3","","1","","8","","1","","MN","56187","22","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","5",""
"CI199001A","1","01/27/2011","STHA0903","CI199001A01/27/2011STHA0903","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","4","","8","","8","","1","","OH","47025","22","","","","","","","","Y","N","N","N","N","N","N","N","N","N","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI151001A","1","02/08/2011","SAPA1101","CI151001A02/08/2011SAPA1101","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","5","","1","","8","","1","","MI","48141","22","","","","","","",""," "," "," "," ","Y"," "," "," "," "," ",""," ","Y"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","5",""
"CI399001A","1","02/09/2011","JEBA0803","CI399001A02/09/2011JEBA0803","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","2","5","","2","","10","Public Health","3","","IL","60608","22","","","","","","","","N","Y","N","N","N","N","N","N","Y","N","","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","Y","All women","2",""
"CI399001A","1","02/09/2011","LARO0528","CI399001A02/09/2011LARO0528","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","3","","1","","8","","1","","MN","56187","22","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","5",""
"CI399001A","1","02/09/2011","BEST1114","CI399001A02/09/2011BEST1114","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","3","","16","","8","","1","","MI","48879","17","","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","STHA0903","CI399001A02/09/2011STHA0903","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","4","","8","","8","","1","","OH","47025","22","","","","","","","","Y","N","N","N","N","N","N","N","N","N","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","SHSH0912","CI399001A02/09/2011SHSH0912","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","4","","","","1","","IL","61832","17","","","","","","","","Y","N","N","N","N","N","N","N","N","Y","immunizations","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","KATR0401","CI399001A02/09/2011KATR0401","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","16","","","","1","","IL","61883","17","","","","","","","","N","N","N","N","N","N","N","N","N","Y","Immunizations/CD/TB","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","BALO0205","CI399001A02/09/2011BALO0205","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","16","","","","1","","IL","61832","17","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","3",""
"CI399001A","1","02/09/2011","KAO'0101","CI399001A02/09/2011KAO'0101","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","3","","1","","","","1","","IL","62966","17","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","","CI399001A02/09/2011","","","","","","","","","","","","","","","","","U","N","N","N","N","N","Y","1","3","","16","","","","16","","PA","16507","17","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","STD ","3",""
"CI399001A","1","02/09/2011","MABO1212","CI399001A02/09/2011MABO1212","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","5","","1","","8","","1","","KY","41042","17","","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","5",""
"CI399001A","1","02/09/2011","AMCL0101","CI399001A02/09/2011AMCL0101","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","3","","8","","8","","1","","OH","45233","22","","","","","","","","Y","N","N","N","Y","N","N","N","N","N","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","JOKU1114","CI399001A02/09/2011JOKU1114","","","","","","","","","","","","","","","","","M","N","N","N","N","N","Y","1","2","","1","","","","1","","CO","80913","24","","","","","","","","Y","N","N","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Active Duty soldiers","2",""
"CI399001A","1","02/09/2011","CASA0422","CI399001A02/09/2011CASA0422","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","5","","1","","8","","1","","DC","20307","22","","","","","","","","N","Y","N","Y","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Military","8",""
"CI399001A","1","02/09/2011","PASM0330","CI399001A02/09/2011PASM0330","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","2","5","","2","","3","","14","","OH","44120","17","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","N","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","","5",""
"CI399001A","1","02/09/2011","RUET0103","CI399001A02/09/2011RUET0103","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","3","","1","","8","","1","","OH","44702","17","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","LAME0327","CI399001A02/09/2011LAME0327","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","13","","","","1","","WI","54414","25","","","","","","","","N","N","N","N","N","N","N","N","N","Y","Women/children","N","Y","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","LINO0909","CI399001A02/09/2011LINO0909","","","","","","","","","","","","","","","","","F","","","","","","","2","","","","","8","","1","","IL","61701","17","","","","","","","","N","N","N","N","N","N","N","N","N","Y","Maternal child health","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","2",""
"CI399001A","1","02/09/2011","CLDE0425","CI399001A02/09/2011CLDE0425","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","12","","","","1","","MI","49935","17","","","","","","","","N","N","N","N","N","N","N","N","N","Y","public health","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","2",""
"CI399001A","1","02/09/2011","JOVI0302","CI399001A02/09/2011JOVI0302","","","","","","","","","","","","","","","","","F","","","","","","","1","5","","1","","","","1","","OH","45267","21","","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","N","Y","N","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","MEDU0408","CI399001A02/09/2011MEDU0408","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","3","","","","1","","MI","48060","27","Local Health Dept","","","","","","","N","N","N","N","N","N","N","N","N","Y","Maternal Infant Health","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","Infants","2",""
"CI399001A","1","02/09/2011","NOPE1026","CI399001A02/09/2011NOPE1026","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","1","","","","1","","OH","44601","17","","","","","","","","N","N","N","N","N","N","N","N","N","Y","public health","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","2",""
"CI399001A","1","02/09/2011","MASH0801","CI399001A02/09/2011MASH0801","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","1","","","","1","","PA","15468","17","","","","","","","","N","N","N","N","N","N","N","N","N","Y","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","TAST0416","CI399001A02/09/2011TAST0416","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","5","","","","1","","PA","15401","17","","","","","","","","Y","N","N","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","SHBI0501","CI399001A02/09/2011SHBI0501","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","6","","","","1","","WI","54481","17","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","TABU1219","CI399001A02/09/2011TABU1219","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","16","","","","1","","PA","16201","27","DOH","","","","","","","N","Y","N","N","N","N","N","N","N","Y","immunizations","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","LUST1006","CI399001A02/09/2011LUST1006","","","","","","","","","","","","","","","","","F","","","","","","","2","","","","","10","practical nurse/clerical","17","","MI","48858","17","","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","2",""
"CI399001A","1","02/09/2011","YVAT0530","CI399001A02/09/2011YVAT0530","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","1","","","","1","","MI","49442","17","","","","","","","","Y","N","N","N","N","N","N","N","N","N","","N","Y","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","MALA0720","CI399001A02/09/2011MALA0720","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","1","","","","1","","OH","45039","21","","","","","","","","N","N","Y","N","N","N","N","N","N","Y","neonatal","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","KAMO1231","CI399001A02/09/2011KAMO1231","","","","","","","","","","","","","","","","","F","","","","","","","1","2","","1","","","","1","","WI","54601","21","","","","","","","","N","N","N","Y","N","N","N","N","N","Y","Orthopedic Surgery","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","MAKU0428","CI399001A02/09/2011MAKU0428","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","18","Floor Nurse","","","1","","KY","41005","21","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Postpartum Women","3",""
"CI399001A","1","02/09/2011","GERO1110","CI399001A02/09/2011GERO1110","","","","","","","","","","","","","","","","","F","","","","","","","1","5","","13","","","","1","","OH","45219","21","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","THFA0210","CI399001A02/09/2011THFA0210","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","1","","","","1","","OH","45236","22","","","","","","","","N","N","Y","N","N","N","N","N","N","N","","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","6",""
"CI399001A","1","02/09/2011","CHQU0403","CI399001A02/09/2011CHQU0403","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","16","","","","1","","NY","12953","22","","","","","","","","Y","N","N","N","N","N","N","N","N","Y","immunization","N","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","","4",""
"CI399001A","1","02/09/2011","KESN0914","CI399001A02/09/2011KESN0914","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","18","staff RN","","","1","","OH","45202","18","","","","","","","","N","N","Y","N","N","N","Y","N","N","N","","N","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","Y","N","N","","3",""
"CI399001A","1","02/09/2011","JOLA0512","CI399001A02/09/2011JOLA0512","","","","","","","","","","","","","","","","","F","","","","","","","2","","","","","2","","16","","IL","60034","17","","","","","","","","N","N","N","N","N","N","N","N","N","Y","womens health IBCCP","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","uninsured","2",""
"CI399001A","1","02/09/2011","TAFO0426","CI399001A02/09/2011TAFO0426","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","8","","","","1","","OH","45238","27","hospital","","","","","","","Y","N","N","N","N","N","N","N","N","N","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","HOGU0313","CI399001A02/09/2011HOGU0313","","","","","","","","","","","","","","","","","F","","","","","","","1","5","","1","","","","1","","WI","53507","19","","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","5",""
"CI399001A","1","02/09/2011","HEBU0126","CI399001A02/09/2011HEBU0126","","","","","","","","","","","","","","","","","F","","","","","","","1","2","","1","","","","1","","CT","06401","18","","","","","","","","Y","N","N","N","Y","N","N","N","N","N","","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","2",""
"CI399001A","1","02/09/2011","WHVA0619","CI399001A02/09/2011WHVA0619","","","","","","","","","","","","","","","","","F","","","","","","","1","5","","1","","","","1","","OH","45013","22","","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","LIBE0901","CI399001A02/09/2011LIBE0901","","","","","","","","","","","","","","","","","F","","","","","","","1","1","","9","","","","1","","WI","54601","21","","","","","","","","Y","N","Y","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","3",""
"CI399001A","1","02/09/2011","JESU1010","CI399001A02/09/2011JESU1010","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","1","","","","1","","OH","45069","21","","","","","","","","N","N","N","N","N","N","N","N","N","Y","NICU and newborns","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","","3",""
"CI399001A","1","02/09/2011","ERMO0201","CI399001A02/09/2011ERMO0201","","","","","","","","","","","","","","","","","M","","","","","","","2","","","","","10","AV Tech","16","AV Tech","VA","20151","17","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","","3",""
"CI399001A","1","02/09/2011","JERY0911","CI399001A02/09/2011JERY0911","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","16","","","","1","","IL","61110","17","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","N","","5",""
"CI399001A","1","02/09/2011","JOST0823","CI399001A02/09/2011JOST0823","","","","","","","","","","","","","","","","","M","","","","","","","1","3","","2","","","","1","","OH","44705","23","","","","","","","","N","N","N","Y","N","N","N","N","Y","N","","N","N","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","Y","N","","3",""
"CI399001A","1","02/09/2011","MEJA0609","CI399001A02/09/2011MEJA0609","","","","","","","","","","","","","","","","","F","","","","","","","1","3","","1","","","","1","","IL","60640","22","","","","","","","","Y","Y","N","N","N","N","N","N","N","N","","N","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","","3",""
"CI032001A","1","02/22/2011","ELSC0914","CI032001A02/22/2011ELSC0914","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","1","","9","","8","","1","","OH","45229","22","","","","","","",""," "," "," "," "," "," "," "," "," ","Y","Peidatric Infectious diseases"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Y"," ","","2",""
"CI032001A","1","02/22/2011","COWE1001","CI032001A02/22/2011COWE1001","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","5","","1","","8","","1","","WI","53051","22","","","","","","","","Y"," ","Y"," "," "," "," "," "," "," ","","Y"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","2",""
"CI032001A","1","02/22/2011","JERA1218","CI032001A02/22/2011JERA1218","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","5","","1","","8","","1","","MN","55106","22","","","","","","",""," "," "," "," ","Y"," "," "," "," "," ",""," ","Y"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","3",""
"CI032001A","1","02/22/2011","JOWR0129","CI032001A02/22/2011JOWR0129","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","5","","1","","8","","1","","OH","45662","22","","","","","","","","Y"," ","Y"," "," "," "," "," "," "," ","","Y","Y"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","1",""
"CI032001A","1","02/22/2011","SUBO0531","CI032001A02/22/2011SUBO0531","","","","","","","","","","","","","","","","","F","N","N","N","N","N","Y","1","3","","18","Nurse Assessor","8","","1","","MI","48909","22","","","","","","","","Y","Y"," "," "," "," "," "," "," "," ","","Y"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Y"," ","","2",""
